listing_id,price_raw,square_feet,bedrooms,bathrooms,ad_spend_usd,impressions,clicks,leads_converted,description
lst_1379,$269170,1597,5,3.0,705.9119057941385,13029,430,0,Beautiful family house in the suburbs with a large green garden.
lst_1380,$266027,2482,2,1.5,295.66248303520814,15025,240,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1381,$290060,2807,5,1.0,973.3911232123116,17748,166,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1382,$137610,1382,2,3.0,1463.416272959599,11079,46,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1383,$297424,1703,2,2.0,1247.1249661151717,2822,280,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1384,$274086,1986,2,1.0,137.0118792540671,5455,357,0,Beautiful family house in the suburbs with a large green garden.
lst_1385,$365039,2140,4,1.0,595.532598623727,13401,72,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1386,$384175,1595,4,3.0,1392.0953633258941,2650,177,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1387,$537617,2212,5,2.0,779.413433957681,11241,496,0,Beautiful family house in the suburbs with a large green garden.
lst_1388,$445042,1763,4,1.5,1010.0621474218598,18157,335,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1389,$292309,1992,5,3.0,1373.2690511075161,11384,129,0,Beautiful family house in the suburbs with a large green garden.
lst_1390,$260158,2273,4,2.0,1317.002301108827,18150,174,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1391,$399191,2003,1,1.0,777.6395445337408,1484,51,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1392,$217976,1781,1,2.0,684.587138853523,8352,265,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1393,$533145,1945,5,1.0,542.5542967954013,7338,221,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1394,$467944,1955,4,3.0,1092.5781925861922,6126,309,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1395,$303082,1814,4,3.0,466.13085923373774,10582,128,1,Beautiful family house in the suburbs with a large green garden.
lst_1396,$178686,1870,2,2.5,412.3370293248052,13901,297,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1397,$485387,2799,3,2.5,566.5623471754811,16220,166,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1398,$338546,2280,5,2.5,306.9618324742484,15680,205,1,Beautiful family house in the suburbs with a large green garden.
lst_1399,$473781,1852,3,3.0,1057.9237331213626,8764,458,0,Beautiful family house in the suburbs with a large green garden.
lst_1400,$190557,2348,3,1.5,943.5489415293878,17442,406,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1401,$290062,1833,5,3.0,750.1738744679732,593,466,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1402,$350524,2586,4,2.0,615.9723799292542,16565,279,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1403,$354698,2184,5,3.0,1368.1406872002606,7099,210,1,Beautiful family house in the suburbs with a large green garden.
lst_1404,$304993,1946,3,3.0,92.22948823420266,13933,44,0,Beautiful family house in the suburbs with a large green garden.
lst_1405,$412284,2223,4,1.0,1165.2062280855837,3070,277,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1406,$243237,1214,1,1.0,1357.7688790358886,111,192,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1407,$335762,1436,5,1.0,697.2141401733926,15651,359,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1408,$362029,1403,5,3.0,848.5012126324377,17245,97,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1409,$401443,2071,4,1.5,1419.4723474289551,3285,46,0,Beautiful family house in the suburbs with a large green garden.
lst_1410,$421161,2866,1,2.0,357.8023971639959,16509,469,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1411,$237535,3115,1,2.0,804.1955292877931,1906,383,0,Beautiful family house in the suburbs with a large green garden.
lst_1412,$196588,2319,4,1.5,738.3456343359087,5764,111,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1413,$477767,2250,2,1.5,424.6693394120366,14226,332,0,Beautiful family house in the suburbs with a large green garden.
lst_1414,$383231,1099,5,2.0,1236.9601840410064,12994,69,0,Beautiful family house in the suburbs with a large green garden.
lst_1415,$275151,1728,5,2.5,1354.4208624066919,5254,369,1,Beautiful family house in the suburbs with a large green garden.
lst_1416,$505115,1606,3,1.0,1183.8022406929028,13867,313,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1417,$361567,1689,4,1.0,333.27049323048215,15326,488,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1418,$467929,1915,3,2.0,175.78552147700327,1625,139,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1419,$356751,1763,3,1.5,927.8945036927464,860,498,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1420,$556074,1010,1,2.5,132.7874027393317,17078,393,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1421,$525534,2373,5,2.0,1025.5975384092221,13980,28,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1422,$325103,1463,3,1.0,819.1151194745019,1155,32,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1423,$447157,2119,1,3.0,1011.0393124783122,10146,66,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1424,$414537,3037,4,1.5,905.7476217921288,3183,495,0,Beautiful family house in the suburbs with a large green garden.
lst_1425,$486863,1540,3,3.0,662.9187258144005,15778,277,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1426,$253507,734,5,2.0,341.271911203331,12208,233,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1427,$418605,1856,3,1.0,493.2680969252084,9750,24,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1428,$455842,2550,4,2.5,810.5258326175158,6057,7,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1429,$174126,2979,3,3.0,995.2087357890285,5355,425,0,Beautiful family house in the suburbs with a large green garden.
lst_1430,$231674,1385,5,2.5,1180.2503744825663,9511,222,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1431,$146076,2248,1,1.0,1162.397541751138,16444,403,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1432,$323059,1767,5,3.0,1460.3986777285738,9791,311,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1433,$421754,1947,1,2.5,464.4701005619437,18314,436,0,Beautiful family house in the suburbs with a large green garden.
lst_1434,$500235,3322,2,2.5,153.11052690948333,3495,140,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1435,$357409,1248,5,3.0,551.202556535696,1303,401,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1436,$512861,2126,5,1.0,1127.7769890749112,19294,436,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1437,$211989,2233,4,2.5,685.2618939982781,19576,7,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1438,$179661,2542,3,2.0,1235.7932243546582,3144,197,0,Beautiful family house in the suburbs with a large green garden.
lst_1439,$344445,2048,1,3.0,846.5232295197217,7372,77,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1440,$388406,2154,1,1.5,1398.1979978142294,3614,419,0,Beautiful family house in the suburbs with a large green garden.
lst_1441,$346730,1804,4,1.5,1424.4019908986497,10090,365,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1442,$143255,2134,4,1.0,150.49153372718564,6292,122,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1443,$341087,1828,3,2.0,711.7994875830152,10867,158,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1444,$219553,2310,3,2.5,934.0491388118736,16628,213,0,Beautiful family house in the suburbs with a large green garden.
lst_1445,$416967,1815,5,1.5,421.01518417770853,7607,444,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1446,$386659,2188,2,1.0,640.2613300995214,4957,38,0,Beautiful family house in the suburbs with a large green garden.
lst_1447,$256012,1985,3,2.0,1032.6382346206624,12218,141,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1448,$298613,2563,4,2.0,378.7646290026241,17861,322,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1449,$244078,1974,3,1.0,922.8729618129561,3246,124,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1450,$343732,1113,1,1.0,1061.2993508382438,17277,119,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1451,$445514,2630,2,2.5,181.2196510890068,5856,17,0,Beautiful family house in the suburbs with a large green garden.
lst_1452,$251427,1547,5,1.0,771.4175082398065,4514,73,0,Beautiful family house in the suburbs with a large green garden.
lst_1453,$400404,1673,1,2.5,431.4660433900766,17594,429,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1454,$296974,1702,1,2.5,1100.3602161971646,4037,337,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1455,$270712,2687,2,3.0,324.8554873785637,4063,261,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1456,$339296,932,5,2.0,1343.7449775302543,5997,93,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1457,$246475,3568,4,2.0,674.864937951574,9074,51,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1458,$294635,2528,5,2.0,337.1043939459526,14477,264,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1459,$230212,2111,3,3.0,685.1316047079775,17600,232,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1460,$546472,1972,1,2.5,642.6784560723654,16156,451,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1461,$353526,2142,3,2.5,671.9324912658799,1850,184,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1462,$280027,2260,4,1.0,899.063875571298,4127,14,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1463,$371397,2322,3,3.0,805.7019011246294,11628,288,0,Beautiful family house in the suburbs with a large green garden.
lst_1464,$338767,2277,5,1.0,267.17684093730884,5845,381,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1465,$327903,2044,3,3.0,145.08965533762267,9779,130,0,Beautiful family house in the suburbs with a large green garden.
lst_1466,$411416,1901,4,1.0,1107.6524006534837,6038,138,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1467,$425750,1924,4,1.5,861.5902820960546,12250,159,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1468,$296949,1902,4,2.0,570.5511137149324,13506,252,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1469,$292418,2566,5,2.0,1222.118842622207,19881,144,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1470,$322494,2296,4,2.5,612.6847876783876,17843,322,1,Beautiful family house in the suburbs with a large green garden.
lst_1471,$119807,529,1,1.5,1204.1493799208808,4953,440,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1472,$198480,2327,4,2.0,493.3463848929433,18425,180,0,Beautiful family house in the suburbs with a large green garden.
lst_1473,$486687,2097,3,2.5,155.62568144053964,3248,327,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1474,$514496,1990,3,1.5,1402.327556009897,16343,178,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1475,$325096,1805,3,2.0,622.0991374579911,8033,485,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1476,$407655,2562,5,1.0,1199.404230631598,9536,78,0,Beautiful family house in the suburbs with a large green garden.
lst_1477,$381125,2473,3,3.0,454.7589931723415,17769,355,0,Beautiful family house in the suburbs with a large green garden.
lst_1478,$657888,1613,5,1.5,987.2294125793012,6574,147,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1479,$461957,2203,5,2.5,1316.300766223706,14779,459,1,Beautiful family house in the suburbs with a large green garden.
lst_1480,$337208,1514,4,1.5,110.38383239297147,11328,296,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1481,$254445,1310,1,2.5,1254.4218587948294,870,402,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1482,$189355,1686,4,1.5,878.4328572092965,1943,116,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1483,$370346,2431,4,2.5,930.8340431674254,173,210,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1484,$274364,2476,5,2.0,808.5791011686748,18144,135,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1485,$207774,2256,5,1.0,1317.9888997612816,16159,373,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1486,$285342,2362,3,2.0,112.97836799167432,8100,114,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1487,$241845,2258,3,1.0,428.49116772697977,13373,374,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1488,$518714,1679,4,2.0,1319.8556813457753,16221,71,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1489,$438163,2215,2,2.0,1140.901268671336,431,386,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1490,$349202,2400,2,1.5,75.58548225897847,17905,90,0,Beautiful family house in the suburbs with a large green garden.
lst_1491,$497994,2377,3,3.0,799.6591106540775,7612,279,0,Beautiful family house in the suburbs with a large green garden.
lst_1492,$357736,2594,2,2.5,817.8803870333785,5031,231,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1493,$263871,2354,3,2.5,631.2790959354701,12842,464,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1494,$502312,2175,5,2.5,481.22033148988504,13526,442,0,Beautiful family house in the suburbs with a large green garden.
lst_1495,$403891,2535,4,1.0,1038.5010330978962,5213,329,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1496,$246275,1986,1,2.5,351.29617382189303,8519,14,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1497,$330966,1559,4,2.5,1208.4754150039737,2981,493,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1498,$262438,1918,3,1.5,1214.4038831128341,13245,421,0,Beautiful family house in the suburbs with a large green garden.
lst_1499,$211720,1627,3,2.0,652.1290844805898,13656,401,0,Beautiful family house in the suburbs with a large green garden.
lst_1500,$442617,1662,4,2.5,461.1446158189891,19349,388,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1501,$540941,1927,3,3.0,461.62336330653415,2675,359,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1502,$210143,1603,2,2.5,749.3224197945046,12814,439,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1503,$406296,1846,2,1.0,1093.3898758865703,6285,292,0,Beautiful family house in the suburbs with a large green garden.
lst_1504,$284935,1053,3,1.0,570.3596019410952,8756,463,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1505,$301287,2106,3,1.0,934.5628509137397,5841,116,1,Beautiful family house in the suburbs with a large green garden.
lst_1506,$290760,2000,2,2.5,604.6024678447618,16761,490,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1507,$263600,1591,3,1.5,491.5586242695058,165,28,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1508,$354852,2329,3,3.0,86.04629807790153,4362,295,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1509,$266904,2468,4,2.5,55.67545331631643,5804,343,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1510,$377045,1196,1,1.5,379.45113285640645,15455,330,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1511,$344976,1618,2,1.5,639.2891158614434,8694,172,1,Beautiful family house in the suburbs with a large green garden.
lst_1512,$326105,1615,4,2.5,1284.3286926749875,12275,442,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1513,$259243,1530,1,2.5,1207.802152249117,12796,113,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1514,$292322,2414,3,1.5,437.38963075258533,6355,432,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1515,$425539,1903,3,1.5,404.58364232723403,7541,194,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1516,$400091,1867,4,1.5,379.61700305153977,15086,494,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1517,$252244,998,3,2.5,541.8941437668572,13450,359,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1518,$359933,2317,5,1.5,772.3881433644437,14540,200,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1519,$425138,1380,4,1.0,686.0682694457845,8060,37,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1520,$183059,2029,1,2.5,366.49613823316594,17921,209,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1521,$404336,2138,4,1.0,239.15454441824616,19862,316,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1522,$283737,2680,2,2.0,68.23782810498331,13765,424,0,Beautiful family house in the suburbs with a large green garden.
lst_1523,$407059,1345,4,2.5,273.24669606643056,6729,186,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1524,$273674,490,3,2.0,1072.7667367814715,13928,495,0,Beautiful family house in the suburbs with a large green garden.
lst_1525,$169511,2091,3,1.5,403.2759255510952,4641,151,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1526,$187245,2900,5,1.5,729.4726246761892,7976,431,0,Beautiful family house in the suburbs with a large green garden.
lst_1527,$354808,2619,5,3.0,907.3866659387048,13411,272,1,Beautiful family house in the suburbs with a large green garden.
lst_1528,$375972,2104,5,1.5,1335.9193091058303,14688,15,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1529,$259568,1754,1,2.0,1338.8398926704583,16748,74,0,Beautiful family house in the suburbs with a large green garden.
lst_1530,$413859,2403,5,1.5,1131.3139138379706,12480,260,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1531,$183847,1513,1,2.5,100.97763847032707,9977,400,1,Beautiful family house in the suburbs with a large green garden.
lst_1532,$343392,2238,5,1.5,883.8521076738516,17918,223,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1533,$228898,2252,1,3.0,1190.5460327056844,5197,301,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1534,$284816,2530,4,1.5,75.06766490687664,18144,413,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1535,$354739,3379,4,2.0,847.0426898020385,18838,366,0,Beautiful family house in the suburbs with a large green garden.
lst_1536,$263958,2196,3,2.0,1293.7580113897427,6561,263,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1537,$311544,1745,1,1.5,737.4480099712871,7144,7,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1538,$450629,1987,2,2.0,55.953994201300254,5597,88,0,Beautiful family house in the suburbs with a large green garden.
lst_1539,$292310,1115,3,2.0,65.96936958663082,13851,160,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1540,$433569,1652,4,3.0,654.1222542499384,9404,155,0,Beautiful family house in the suburbs with a large green garden.
lst_1541,$237029,1795,1,2.5,274.7625677542941,10526,180,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1542,$402980,1737,5,3.0,1013.4534527852263,11158,199,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1543,$494156,2076,2,1.0,1077.7589341139233,11360,430,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1544,$102835,1588,4,3.0,307.92570341791145,18663,476,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1545,$270310,2560,3,1.5,1338.373268360503,734,111,1,Beautiful family house in the suburbs with a large green garden.
lst_1546,$407707,2000,1,2.5,690.7663752194426,10157,428,0,Beautiful family house in the suburbs with a large green garden.
lst_1547,$329695,1995,2,1.5,257.1265660082894,13445,138,1,Beautiful family house in the suburbs with a large green garden.
lst_1548,$387114,1836,1,1.0,1158.1648172006235,10247,280,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1549,$289601,2077,5,2.5,1195.4630250243206,18702,399,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1550,$358658,2412,3,2.0,976.9784353649134,1489,356,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1551,$334432,1566,1,3.0,1287.525052143702,13171,384,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1552,$466778,1670,4,1.5,1119.1908094444734,11422,159,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1553,$375442,1848,3,1.0,1329.1983189791363,4376,281,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1554,$383760,1327,4,2.0,679.1376703039452,12406,240,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1555,$308812,1590,1,3.0,1134.0158357441915,1349,244,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1556,$301239,1761,3,2.0,1499.6397669721143,17729,374,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1557,$306744,2437,4,3.0,1101.150236403448,8345,17,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1558,$389445,2131,5,2.5,215.56648134384164,11202,346,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1559,$307901,2096,5,2.0,801.5621475223153,16326,39,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1560,$378977,2425,1,2.0,901.6542973023905,10688,51,0,Beautiful family house in the suburbs with a large green garden.
lst_1561,$557540,1931,3,2.0,302.60547885351696,542,218,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1562,$437112,2195,2,2.5,1446.1928695581546,7076,416,0,Beautiful family house in the suburbs with a large green garden.
lst_1563,$317397,1948,3,1.0,304.59067757019363,4775,409,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1564,$470121,2132,5,3.0,307.45898358417304,11903,498,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1565,$309192,1708,4,2.0,1376.9923500631046,8053,150,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1566,$146187,780,2,2.5,724.5478780264231,4477,163,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1567,$249191,1932,1,1.0,141.6230049480485,10699,448,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1568,$162920,2711,2,3.0,917.3718749108665,7158,129,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1569,$314848,2463,1,2.5,922.6482055179193,17306,114,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1570,$351841,2482,2,3.0,143.5261000955146,11994,41,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1571,$517643,2618,1,2.0,1460.1576186688098,3039,281,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1572,$382692,2044,1,1.0,838.8434496771346,1131,18,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1573,$328089,2098,2,2.5,861.7037971606582,10308,477,1,Beautiful family house in the suburbs with a large green garden.
lst_1574,$432940,1691,2,1.0,804.167351028472,662,351,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1575,$128886,1841,1,2.0,935.561080484699,10830,236,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1576,$373561,2307,5,1.0,433.2346415219447,16824,320,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1577,$427086,2601,2,1.0,466.49995456351917,16252,128,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1578,$202141,1930,3,1.5,791.4416802043925,14098,283,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1579,$464375,1774,4,1.0,1219.6944894071903,18780,483,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1580,$383849,2000,1,3.0,122.30363591655934,16718,115,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1581,$308471,2300,1,2.5,924.9361077193566,9408,128,1,Beautiful family house in the suburbs with a large green garden.
lst_1582,$413278,1278,4,1.5,1219.8283066341553,9709,417,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1583,$577069,851,5,2.5,277.5300444539794,17775,435,1,Beautiful family house in the suburbs with a large green garden.
lst_1584,$368186,1724,4,2.5,71.78268587182113,8820,34,0,Beautiful family house in the suburbs with a large green garden.
lst_1585,$374822,1389,2,2.0,503.4342779551142,10272,119,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1586,$304063,1745,4,2.0,902.8083747579174,14557,94,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1587,$265015,1926,1,1.5,250.5106014368842,3039,216,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1588,$433033,1773,4,2.0,667.8774379101039,14445,42,0,Beautiful family house in the suburbs with a large green garden.
lst_1589,$264391,2726,3,2.0,850.8661711927031,16258,87,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1590,$357156,2163,2,2.0,918.3804873981098,5535,31,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1591,$302234,2150,4,2.5,447.89699545054395,5492,221,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1592,$397897,2311,1,1.5,630.0429721801225,8072,364,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1593,$383366,1430,2,2.5,1178.5918821479602,17717,490,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1594,$453753,2519,1,3.0,1414.761306474994,19284,376,0,Beautiful family house in the suburbs with a large green garden.
lst_1595,$298998,1962,5,2.5,1299.726480121473,14899,219,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1596,$323012,2335,3,3.0,868.2110775134762,19259,225,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1597,$252123,1464,5,1.0,644.9245642687225,15152,19,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1598,$305570,1223,3,1.0,532.7870908385564,6144,447,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1599,$387730,2408,4,3.0,231.1870208218262,19971,263,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1600,$425698,2188,2,3.0,204.4993084633638,14515,270,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1601,$257783,1548,4,2.5,1048.1185561248037,17374,467,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1602,$436960,1565,3,3.0,426.7019034481826,13958,124,1,Cozy cottage nestled in the woods near a quiet lake.
lst_1603,$485563,2562,3,1.5,419.25944532704784,17672,468,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1604,$391343,1405,3,1.0,1497.3828289927892,5744,405,0,Beautiful family house in the suburbs with a large green garden.
lst_1605,$537679,2821,1,1.0,322.4926389170033,17224,132,0,Beautiful family house in the suburbs with a large green garden.
lst_1606,$272621,1549,2,3.0,264.686651258803,17853,215,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1607,$225534,2319,4,2.0,193.0935802518849,18484,15,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1608,$172127,1835,4,2.0,890.7177504918544,17955,180,1,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1609,$499604,2301,5,3.0,960.402547703047,18020,137,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1610,$415436,1727,3,1.5,579.5804930724788,16802,329,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1611,$344441,1918,3,2.0,826.3493364916283,5253,324,0,Beautiful family house in the suburbs with a large green garden.
lst_1612,$377996,2020,3,3.0,1193.1793198701232,1994,18,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1613,$237451,1498,4,1.5,1236.251044066535,8091,54,0,Beautiful family house in the suburbs with a large green garden.
lst_1614,$594575,2370,5,1.5,1438.9725097876901,15539,414,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1615,$362922,1743,1,2.5,1245.188579588168,9567,76,0,Cozy cottage nestled in the woods near a quiet lake.
lst_1616,$360939,1885,2,1.5,869.0200832402686,6035,73,0,Modern downtown condo with state-of-the-art kitchen features.
lst_1617,$422576,1502,1,2.0,310.5026004634267,17207,395,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1618,$398100,718,4,2.0,194.6571586691215,2429,387,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1619,$372388,1904,3,3.0,129.04224037074584,9427,20,0,Luxury penthouse overlooking the city skyline with a private balcony.
lst_1620,$270952,3206,2,3.0,1016.4624560888063,2870,443,1,Modern downtown condo with state-of-the-art kitchen features.
lst_1621,$397146,2392,4,1.5,1220.92757032709,4946,338,0,Cozy cottage nestled in the woods near a quiet lake.
